,mean_vs,gaps,percentile,ci_low,ci_up
0,0.14681786463168123,1.0,0.29718777455523293,0.12166664374744324,0.17538504429499266
1,0.17050638919030123,2.0,0.2960173015702517,0.13530146424276784,0.21169724546249552
2,0.11339246012391209,3.0,0.3108582172843123,0.0903603965633818,0.14253710985492943
3,0.1510426477160874,4.0,0.3191599768233997,0.09029759726407095,0.20058982422213928
4,0.19283093850938413,5.0,0.3292595578906501,0.15683593365935664,0.2250442935620358
5,0.22064280817845294,6.0,0.30977410456775867,0.17686750987296757,0.2627634068979757
6,0.3513324351882083,7.0,0.30237029953778954,0.30967478176476504,0.39297191273113563
7,0.3429459295130748,8.0,0.3345625370401397,0.2686567316948803,0.4080211381682467
8,0.4069415763184598,9.0,0.3649311411589923,0.36042709136478884,0.45198615277264265
9,0.4066628816728976,10.0,0.31384061630865645,0.37101209736022245,0.43963718308372435
10,0.4002944418648035,11.0,0.29824952899654206,0.3284103586560455,0.4600204442210407
11,0.43418844647594895,12.0,0.31152143284257605,0.369062720425311,0.5084547599411865
12,0.43953046694401254,13.0,0.3038401918328421,0.3810874425259823,0.5146966796311345
13,0.41748244744401036,14.0,0.34693181595476347,0.3215208866113056,0.5102560299343177
14,0.4209955158020254,15.0,0.2865995963882947,0.34106532104159787,0.5058986609556743
15,0.45130252809664834,20.0,0.28787009248787204,0.3726677540715096,0.49826872811289624
