,mean_vs,gaps,percentile,ci_low,ci_up
0,0.13721509593249612,1.0,0.3452933932051372,0.10598341402162494,0.1778295889573942
1,0.15015032812401302,2.0,0.33675855025134716,0.11879525053556403,0.1817710265685038
2,0.16086231835195172,3.0,0.3594338320878075,0.12836961976423975,0.1906020934961368
3,0.1540657463161503,4.0,0.33340635290836035,0.11475122741827148,0.18742758145536081
4,0.2583304541517032,5.0,0.31919032292516636,0.21164261345334556,0.3114214952118662
5,0.2537758541012246,6.0,0.29818487014435757,0.21740786927842976,0.301454580015903
6,0.3420487233115662,7.0,0.332891256897604,0.2981881944480878,0.39928988241482855
7,0.41205708141585357,8.0,0.307273702927309,0.381394714858316,0.4515431817961391
8,0.4417517282393531,9.0,0.29673153746391706,0.40749037342564687,0.47828914718999793
9,0.4663369458148515,10.0,0.34585555872994383,0.43278220087897196,0.5060949420584693
10,0.42613260456280333,11.0,0.320822289754154,0.3772628614437071,0.4586023719713531
11,0.5122574976236306,12.0,0.30890930418592044,0.44914255959694016,0.5696486860992162
12,0.5011874110303712,13.0,0.342144264592416,0.4759220378882554,0.5301888763014421
13,0.4897071063489292,14.0,0.3278661340629192,0.46736748068326717,0.50983896153708
14,0.5101900302058818,15.0,0.35285408552081376,0.47945991873874033,0.5337742012094567
15,0.4425590239389463,20.0,0.38635769130620606,0.4217968382558798,0.4735003567322428
