,mean_vs,gaps,percentile,ci_low,ci_up
0,0.16469311470872938,1.0,0.34379393519004153,0.13706511098339139,0.20555909719302567
1,0.19224170538126423,2.0,0.2982382289886124,0.15493656058520555,0.21883649832575366
2,0.21640485097202325,3.0,0.3340387965606982,0.16351731819849957,0.26255939580191157
3,0.23251707827089008,4.0,0.31238837683544,0.19715014031609884,0.28646372739621173
4,0.2635963291565332,5.0,0.3549359919372473,0.16451894482209486,0.31957980606695147
5,0.36836953358542285,6.0,0.35022991046704993,0.31281391554086313,0.42422735738771145
6,0.40497937580971743,7.0,0.29813996199055776,0.3526151855459625,0.4597945806817145
7,0.4265562991250569,8.0,0.31346462588131146,0.35468554034569255,0.49835136677078284
8,0.38654815725213976,9.0,0.3560512552056619,0.31892159068880116,0.4290853700345286
9,0.43356476908588315,10.0,0.2984961435722967,0.37307361208971335,0.5025944858571445
10,0.4655384088426137,11.0,0.32154563101257705,0.3932473405764914,0.5528574475377386
11,0.4355475761488744,12.0,0.32468799975032564,0.3704785595817454,0.4979677549857194
12,0.4580487302046178,13.0,0.35409262256792884,0.3617574799165893,0.5459178888607308
13,0.5360166371882731,14.0,0.30751934932167435,0.469098947744722,0.5915968439501877
14,0.528496287621116,15.0,0.3184796894602705,0.47690593545732823,0.5742403764223575
15,0.5679351534481973,20.0,0.36447109387540105,0.4961988120630037,0.6352343142102828
