,mean_vs,gaps,percentile,ci_low,ci_up
0,0.6524908730886324,20.0,0.2822092363974018,0.6001108679692704,0.6927507767599436
1,0.6425576229851603,15.0,0.2753337924401386,0.5743041934153031,0.7453139364966307
2,0.6629200727403748,14.0,0.2582178071009523,0.6223373252489026,0.7105957943608427
3,0.6433311284300718,13.0,0.2538888488528777,0.6032196490774037,0.687979383837601
4,0.6389822835015331,12.0,0.2986872689792449,0.5939350301515443,0.6772447048412041
5,0.6333111331267094,11.0,0.3369968893892566,0.5799317493196159,0.6821098259272114
6,0.6200365965085863,10.0,0.26849905814465463,0.5718938823758097,0.6675075480066778
7,0.6345065817267448,9.0,0.2676435597332941,0.5807633848841605,0.6866646611327449
8,0.6371598346501355,8.0,0.2655518336943066,0.5728333955083538,0.6964849706870528
9,0.599602217455405,7.0,0.31327389781603937,0.5354585997106946,0.6756482940224124
10,0.6040664310071682,6.0,0.31055825732321324,0.5511590373802749,0.6816210777642511
11,0.6020924506108647,5.0,0.24125302745365299,0.5261636433481189,0.6953899673496362
12,0.4991582880872195,4.0,0.24803808567018776,0.45343721735190984,0.5777903261426244
13,0.4425488026555115,3.0,0.29372677017192894,0.3853362256935571,0.5309432572285021
14,0.3245794428937586,2.0,0.34731164225057215,0.2502440131841678,0.3989516685040899
15,0.21981095267439282,1.0,0.25703638211552315,0.1789590498569768,0.257400129386035
16,0.09865724066932009,0.0,0.2896817907044164,0.07955511970803206,0.1225928158828147
