,mean_vs,gaps,percentile,ci_low,ci_up
0,0.7767240480467155,20.0,0.2653983833662948,0.740904426703055,0.8192275977667209
1,0.6710859802656458,15.0,0.338933391606252,0.6390415427627879,0.6971789836630017
2,0.7047744401428918,14.0,0.24162059256274468,0.6668183256331586,0.7356426614595125
3,0.7504403610408654,13.0,0.2853274061506169,0.7283736870878286,0.7877736944315754
4,0.7513691904523443,12.0,0.2920506141542832,0.7193016466140741,0.784276990480032
5,0.7276655320231888,11.0,0.26022080111273926,0.6954198171272864,0.753899922369734
6,0.7746123579472337,10.0,0.25590858091143553,0.7595406877637741,0.7922293195518555
7,0.7681583984106536,9.0,0.29131641030318284,0.7378667669089815,0.7919593059595629
8,0.7822518712962674,8.0,0.26398571619775296,0.7556273644831742,0.8201963236306129
9,0.7721099160627399,7.0,0.2676547071565907,0.7299184517266347,0.808037573312819
10,0.656986850436425,6.0,0.2702579039895695,0.6300321015815129,0.6992783180886233
11,0.5916681223298387,5.0,0.2744950835879965,0.5350484253872305,0.6363259567441206
12,0.5354854073178782,4.0,0.24758250472191606,0.4842032938739002,0.5918325444799238
13,0.5260349433796302,3.0,0.2931776551635645,0.49416070027606807,0.5601447543195147
14,0.4213058239335033,2.0,0.23674950430774686,0.36980715731529756,0.465450338306861
15,0.3225347709028934,1.0,0.2861471592802818,0.2866362674447156,0.35594164119944055
16,0.08438107160993377,0.0,0.28299746711748064,0.06757140135560781,0.10654892998248061
