,mean_vs,gaps,percentile,ci_low,ci_up
0,0.7344982473421389,20.0,0.2413849547227212,0.7071637323576576,0.7672262113193258
1,0.6717576657346666,15.0,0.2653983833662948,0.6470899788026672,0.6913497323325158
2,0.6246565562619354,14.0,0.27985957541525947,0.6059099741164613,0.6475932333624468
3,0.5987360558822412,13.0,0.2252532519812604,0.5709684831343868,0.6219776757408114
4,0.5824958361702822,12.0,0.290473546045659,0.5602325739156462,0.6072958440062569
5,0.5603717431928451,11.0,0.3175073544228724,0.5155465095230138,0.5942594920912732
6,0.6009300996565893,10.0,0.338933391606252,0.5714660915061837,0.639060521783527
7,0.5447833447627715,9.0,0.24162059256274468,0.5132597302690417,0.5942754847704761
8,0.6088788016680163,8.0,0.2853274061506169,0.5805540621489506,0.6378352093130452
9,0.6064445090527741,7.0,0.2920506141542832,0.5722487213211921,0.6353753059434799
10,0.6566385693720808,6.0,0.26022080111273926,0.6222194166041413,0.6927254820682138
11,0.6815843213219546,5.0,0.25590858091143553,0.6494681570005519,0.7270437610822332
12,0.6258065416140226,4.0,0.29131641030318284,0.5885755741218728,0.6652865419139034
13,0.5387278181689595,3.0,0.26398571619775296,0.4887282691450765,0.593479673095838
14,0.47187492460420705,2.0,0.2676547071565907,0.4305293922812903,0.5158092020082927
15,0.3522393765359072,1.0,0.2702579039895695,0.30731429206446126,0.3952783715253927
16,0.13408138784457,0.0,0.28299746711748064,0.09070960424770273,0.15771362660896943
