,mean_vs,gaps,percentile,ci_low,ci_up
0,0.6631208740356236,20.0,0.2563830437531918,0.6252540109747321,0.7125018225856489
1,0.5640263055419513,15.0,0.2822092363974018,0.5369278844647021,0.5924640393768926
2,0.5180156465195724,14.0,0.29331741461185246,0.4770918918307242,0.5657519450028496
3,0.5456824725380128,13.0,0.2906890818324478,0.5059835237573682,0.5835895139954262
4,0.5137632001070418,12.0,0.28277728450910294,0.46592934182419615,0.5688484617191953
5,0.5255384428303049,11.0,0.28321083792712276,0.46772305102077383,0.5645598893327101
6,0.5363556193570264,10.0,0.2753337924401386,0.48944933611586905,0.5932932436308799
7,0.5812327015555889,9.0,0.2582178071009523,0.5330783556963417,0.6342986822260533
8,0.5561643692869248,8.0,0.2538888488528777,0.5094510293672505,0.6063485462538994
9,0.574345191042595,7.0,0.2986872689792449,0.5119050210111572,0.6324842270007782
10,0.57706902160848,6.0,0.3369968893892566,0.5275506255891528,0.6190644211572047
11,0.5555350220377666,5.0,0.26849905814465463,0.49964590370057627,0.6111089845432219
12,0.5530172052323675,4.0,0.2676435597332941,0.5033838451372824,0.5966579513615092
13,0.5295860771146352,3.0,0.2655518336943066,0.46998104568446175,0.5745432033135262
14,0.43912509317599246,2.0,0.31327389781603937,0.38770958241057185,0.4832605928175605
15,0.32062419703221445,1.0,0.31055825732321324,0.27198917869606054,0.37775789122603354
16,0.09333640889611665,0.0,0.2896817907044164,0.06855142265456202,0.1119136616564026
