,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0.0,1.875,3.75,5.625,7.5,9.375,11.25,13.125,15.0,16.875,18.75,20.625,22.5,24.375,26.25,28.125,30.0,31.875,33.75,35.625,37.5,39.375,41.25,43.125,45.0,46.875,48.75,50.625,52.5,54.375,56.25,58.125,60.0,61.875,63.75,65.625,67.5,69.375,71.25,73.125,75.0,76.875,78.75,80.625,82.5,84.375,86.25,88.125,90.0,91.875,93.75,95.625,97.5,99.375,101.25,103.125,105.0,106.875,108.75,110.625,112.5,114.375,116.25,118.125,120.0,121.875,123.75,125.625,127.5,129.375,131.25,133.125,135.0,136.875,138.75,140.625,142.5,144.375,146.25,148.125,150.0,151.875,153.75,155.625,157.5,159.375,161.25,163.125,165.0,166.875,168.75,170.625,172.5,174.375,176.25,178.125,180.0,181.875,183.75,185.625,187.5,189.375,191.25,193.125,195.0,196.875,198.75,200.625,202.5,204.375,206.25,208.125,210.0,211.875,213.75,215.625,217.5,219.375,221.25,223.125,225.0,226.875,228.75,230.625,232.5,234.375,236.25,238.125,240.0
1,0.0,1.875,3.75,5.625,7.5,9.375,11.25,13.125,15.0,16.875,18.75,20.625,22.5,24.375,26.25,28.125,30.0,31.875,33.75,35.625,37.5,39.375,41.25,43.125,45.0,46.875,48.75,50.625,52.5,54.375,56.25,58.125,60.0,61.875,63.75,65.625,67.5,69.375,71.25,73.125,75.0,76.875,78.75,80.625,82.5,84.375,86.25,88.125,90.0,91.875,93.75,95.625,97.5,99.375,101.25,103.125,105.0,106.875,108.75,110.625,112.5,114.375,116.25,118.125,120.0,121.875,123.75,125.625,127.5,129.375,131.25,133.125,135.0,136.875,138.75,140.625,142.5,144.375,146.25,148.125,150.0,151.875,153.75,155.625,157.5,159.375,161.25,163.125,165.0,166.875,168.75,170.625,172.5,174.375,176.25,178.125,180.0,181.875,183.75,185.625,187.5,189.375,191.25,193.125,195.0,196.875,198.75,200.625,202.5,204.375,206.25,208.125,210.0,211.875,213.75,215.625,217.5,219.375,221.25,223.125,225.0,226.875,228.75,230.625,232.5,234.375,236.25,238.125,240.0
