,0
0,19.0
1,19.05205205205205
2,19.104104104104103
3,19.156156156156158
4,19.20820820820821
5,19.26026026026026
6,19.31231231231231
7,19.364364364364363
8,19.416416416416418
9,19.46846846846847
10,19.52052052052052
11,19.57257257257257
12,19.624624624624623
13,19.676676676676678
14,19.72872872872873
15,19.78078078078078
16,19.832832832832832
17,19.884884884884883
18,19.936936936936938
19,19.98898898898899
20,20.04104104104104
21,20.093093093093092
22,20.145145145145143
23,20.197197197197198
24,20.24924924924925
25,20.3013013013013
26,20.353353353353352
27,20.405405405405407
28,20.45745745745746
29,20.50950950950951
30,20.56156156156156
31,20.613613613613612
32,20.665665665665667
33,20.71771771771772
34,20.76976976976977
35,20.82182182182182
36,20.873873873873872
37,20.925925925925927
38,20.97797797797798
39,21.03003003003003
40,21.08208208208208
41,21.134134134134133
42,21.186186186186188
43,21.23823823823824
44,21.29029029029029
45,21.34234234234234
46,21.394394394394393
47,21.446446446446448
48,21.4984984984985
49,21.55055055055055
50,21.6026026026026
51,21.654654654654657
52,21.706706706706708
53,21.75875875875876
54,21.81081081081081
55,21.862862862862862
56,21.914914914914917
57,21.966966966966968
58,22.01901901901902
59,22.07107107107107
60,22.123123123123122
61,22.175175175175177
62,22.227227227227228
63,22.27927927927928
64,22.33133133133133
65,22.383383383383382
66,22.435435435435437
67,22.48748748748749
68,22.53953953953954
69,22.59159159159159
70,22.643643643643642
71,22.695695695695697
72,22.74774774774775
73,22.7997997997998
74,22.85185185185185
75,22.903903903903903
76,22.955955955955957
77,23.00800800800801
78,23.06006006006006
79,23.11211211211211
80,23.164164164164163
81,23.216216216216218
82,23.26826826826827
83,23.32032032032032
84,23.37237237237237
85,23.424424424424423
86,23.476476476476478
87,23.52852852852853
88,23.58058058058058
89,23.63263263263263
90,23.684684684684683
91,23.736736736736738
92,23.78878878878879
93,23.84084084084084
94,23.892892892892892
95,23.944944944944943
96,23.996996996996998
97,24.04904904904905
98,24.1011011011011
99,24.153153153153152
100,24.205205205205203
101,24.25725725725726
102,24.30930930930931
103,24.36136136136136
104,24.413413413413412
105,24.465465465465464
106,24.51751751751752
107,24.56956956956957
108,24.62162162162162
109,24.673673673673672
110,24.725725725725724
111,24.77777777777778
112,24.82982982982983
113,24.88188188188188
114,24.933933933933936
115,24.985985985985984
116,25.03803803803804
117,25.09009009009009
118,25.14214214214214
119,25.194194194194196
120,25.246246246246244
121,25.2982982982983
122,25.35035035035035
123,25.4024024024024
124,25.454454454454456
125,25.506506506506508
126,25.55855855855856
127,25.61061061061061
128,25.66266266266266
129,25.714714714714717
130,25.766766766766768
131,25.81881881881882
132,25.87087087087087
133,25.922922922922922
134,25.974974974974977
135,26.027027027027028
136,26.07907907907908
137,26.13113113113113
138,26.183183183183182
139,26.235235235235237
140,26.28728728728729
141,26.33933933933934
142,26.39139139139139
143,26.443443443443442
144,26.495495495495497
145,26.54754754754755
146,26.5995995995996
147,26.65165165165165
148,26.703703703703702
149,26.755755755755757
150,26.80780780780781
151,26.85985985985986
152,26.91191191191191
153,26.963963963963963
154,27.016016016016017
155,27.06806806806807
156,27.12012012012012
157,27.17217217217217
158,27.224224224224223
159,27.276276276276278
160,27.32832832832833
161,27.38038038038038
162,27.43243243243243
163,27.484484484484483
164,27.536536536536538
165,27.58858858858859
166,27.64064064064064
167,27.69269269269269
168,27.744744744744743
169,27.796796796796798
170,27.84884884884885
171,27.9009009009009
172,27.952952952952955
173,28.005005005005003
174,28.057057057057058
175,28.10910910910911
176,28.16116116116116
177,28.213213213213216
178,28.265265265265263
179,28.31731731731732
180,28.36936936936937
181,28.42142142142142
182,28.473473473473476
183,28.525525525525524
184,28.57757757757758
185,28.62962962962963
186,28.68168168168168
187,28.733733733733736
188,28.785785785785784
189,28.83783783783784
190,28.88988988988989
191,28.94194194194194
192,28.993993993993996
193,29.046046046046044
194,29.0980980980981
195,29.15015015015015
196,29.2022022022022
197,29.254254254254256
198,29.306306306306304
199,29.35835835835836
200,29.41041041041041
201,29.46246246246246
202,29.514514514514516
203,29.566566566566564
204,29.61861861861862
205,29.67067067067067
206,29.72272272272272
207,29.774774774774777
208,29.826826826826824
209,29.87887887887888
210,29.93093093093093
211,29.982982982982982
212,30.035035035035037
213,30.087087087087085
214,30.13913913913914
215,30.19119119119119
216,30.243243243243242
217,30.295295295295297
218,30.347347347347345
219,30.3993993993994
220,30.45145145145145
221,30.503503503503502
222,30.555555555555557
223,30.607607607607605
224,30.65965965965966
225,30.71171171171171
226,30.763763763763762
227,30.815815815815817
228,30.86786786786787
229,30.91991991991992
230,30.97197197197197
231,31.024024024024023
232,31.076076076076077
233,31.12812812812813
234,31.18018018018018
235,31.23223223223223
236,31.284284284284283
237,31.336336336336338
238,31.38838838838839
239,31.44044044044044
240,31.49249249249249
241,31.544544544544543
242,31.596596596596598
243,31.64864864864865
244,31.7007007007007
245,31.75275275275275
246,31.804804804804803
247,31.856856856856858
248,31.90890890890891
249,31.96096096096096
250,32.013013013013015
251,32.06506506506506
252,32.11711711711712
253,32.169169169169166
254,32.22122122122122
255,32.273273273273276
256,32.32532532532532
257,32.37737737737738
258,32.42942942942943
259,32.48148148148148
260,32.533533533533536
261,32.585585585585584
262,32.63763763763764
263,32.689689689689686
264,32.74174174174174
265,32.793793793793796
266,32.845845845845844
267,32.8978978978979
268,32.94994994994995
269,33.002002002002
270,33.054054054054056
271,33.106106106106104
272,33.15815815815816
273,33.21021021021021
274,33.26226226226226
275,33.314314314314316
276,33.366366366366364
277,33.41841841841842
278,33.470470470470474
279,33.52252252252252
280,33.57457457457458
281,33.626626626626624
282,33.67867867867868
283,33.73073073073073
284,33.78278278278278
285,33.83483483483484
286,33.886886886886884
287,33.93893893893894
288,33.990990990990994
289,34.04304304304304
290,34.0950950950951
291,34.147147147147145
292,34.1991991991992
293,34.25125125125125
294,34.3033033033033
295,34.35535535535536
296,34.407407407407405
297,34.45945945945946
298,34.511511511511515
299,34.56356356356356
300,34.61561561561562
301,34.667667667667665
302,34.71971971971972
303,34.77177177177177
304,34.82382382382382
305,34.87587587587588
306,34.927927927927925
307,34.97997997997998
308,35.032032032032035
309,35.08408408408408
310,35.13613613613614
311,35.18818818818819
312,35.24024024024024
313,35.29229229229229
314,35.34434434434434
315,35.3963963963964
316,35.448448448448445
317,35.5005005005005
318,35.552552552552555
319,35.6046046046046
320,35.65665665665666
321,35.70870870870871
322,35.76076076076076
323,35.81281281281281
324,35.86486486486486
325,35.91691691691692
326,35.968968968968966
327,36.02102102102102
328,36.073073073073076
329,36.12512512512512
330,36.17717717717718
331,36.22922922922923
332,36.28128128128128
333,36.33333333333333
334,36.38538538538538
335,36.43743743743744
336,36.489489489489486
337,36.54154154154154
338,36.593593593593596
339,36.645645645645644
340,36.6976976976977
341,36.74974974974975
342,36.8018018018018
343,36.85385385385385
344,36.90590590590591
345,36.95795795795796
346,37.01001001001001
347,37.06206206206206
348,37.114114114114116
349,37.166166166166164
350,37.21821821821822
351,37.270270270270274
352,37.32232232232232
353,37.37437437437437
354,37.42642642642643
355,37.47847847847848
356,37.53053053053053
357,37.58258258258258
358,37.63463463463464
359,37.686686686686684
360,37.73873873873874
361,37.790790790790794
362,37.84284284284284
363,37.89489489489489
364,37.94694694694695
365,37.998998998999
366,38.05105105105105
367,38.1031031031031
368,38.15515515515516
369,38.207207207207205
370,38.25925925925926
371,38.311311311311314
372,38.36336336336336
373,38.41541541541541
374,38.46746746746747
375,38.51951951951952
376,38.57157157157157
377,38.62362362362362
378,38.67567567567568
379,38.727727727727725
380,38.77977977977978
381,38.831831831831835
382,38.88388388388388
383,38.93593593593594
384,38.98798798798799
385,39.04004004004004
386,39.09209209209209
387,39.14414414414414
388,39.1961961961962
389,39.248248248248245
390,39.3003003003003
391,39.352352352352355
